database,direction,threshold,pathway_id,pathway_name,FDR,significant,gene_count,genes
Reactome,Up,LFC05,R-HSA-174414,Processive synthesis on the C-strand of the telomere,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-174437,Removal of the Flap Intermediate from the C-strand,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5358508,Mismatch Repair,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5358565,Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha),1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5358606,Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta),1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5651801,PCNA-Dependent Long Patch Base Excision Repair,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5656169,Termination of translesion DNA synthesis,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5696397,Gap-filling DNA repair synthesis and ligation in GG-NER,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-69091,Polymerase switching,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-69109,Leading Strand Synthesis,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-69166,Removal of the Flap Intermediate,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-69183,Processive synthesis on the lagging strand,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-69186,Lagging Strand Synthesis,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-69190,DNA strand elongation,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-1227990,Signaling by ERBB2 in Cancer,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-1250196,SHC1 events in ERBB2 signaling,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-1250342,PI3K events in ERBB4 signaling,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-1250347,SHC1 events in ERBB4 signaling,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-1963640,GRB2 events in ERBB2 signaling,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-1963642,PI3K events in ERBB2 signaling,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-6785631,ERBB2 Regulates Cell Motility,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-8847993,ERBB2 Activates PTK6 Signaling,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9664565,Signaling by ERBB2 KD Mutants,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9665686,Signaling by ERBB2 TMD/JMD mutants,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-8950505,Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9020591,Interleukin-12 signaling,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-156588,Glucuronidation,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-2142753,Arachidonate metabolism,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-2162123,Synthesis of Prostaglandins (PG) and Thromboxanes (TX),1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-3371568,Attenuation phase,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-3371571,HSF1-dependent transactivation,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9830674,Formation of the ureteric bud,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-190242,FGFR1 ligand binding and activation,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-190373,FGFR1c ligand binding and activation,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9839373,Signaling by TGFBR3,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-1169408,ISG15 antiviral mechanism,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-165054,Rev-mediated nuclear export of HIV RNA,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-168255,Influenza Infection,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-168271,Transport of Ribonucleoproteins into the Host Nucleus,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-168273,Influenza Viral RNA Transcription and Replication,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-168274,Export of Viral Ribonucleoproteins from Nucleus,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-168276,NS1 Mediated Effects on Host Pathways,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-168325,Viral Messenger RNA Synthesis,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-168333,NEP/NS2 Interacts with the Cellular Export Machinery,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-170822,Regulation of Glucokinase by Glucokinase Regulatory Protein,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-176033,Interactions of Vpr with host cellular proteins,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-177243,Interactions of Rev with host cellular proteins,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-180746,Nuclear import of Rev protein,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-180910,Vpr-mediated nuclear import of PICs,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-1855170,IPs transport between nucleus and cytosol,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-1855196,IP3 and IP4 transport between cytosol and nucleus,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-1855229,IP6 and IP7 transport between cytosol and nucleus,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-2980766,Nuclear Envelope Breakdown,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-3232142,SUMOylation of ubiquitinylation proteins,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-3301854,Nuclear Pore Complex (NPC) Disassembly,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5619107,Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC),1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-3214842,HDMs demethylate histones,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9821002,Chromatin modifications during the maternal to zygotic transition (MZT),1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-2029485,Role of phospholipids in phagocytosis,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5218921,VEGFR2 mediated cell proliferation,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5607763,CLEC7A (Dectin-1) induces NFAT activation,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-6804115,TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-2465910,MASTL Facilitates Mitotic Progression,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-6782315,tRNA modification in the nucleus and cytosol,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-381753,Olfactory Signaling Pathway,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9752946,Expression and translocation of olfactory receptors,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-391903,Eicosanoid ligand-binding receptors,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-193048,Androgen biosynthesis,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-196071,Metabolism of steroid hormones,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-209776,Metabolism of amine-derived hormones,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-209822,Glycoprotein hormones,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-209952,Peptide hormone biosynthesis,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-209968,Thyroxine biosynthesis,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-375281,Hormone ligand-binding receptors,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-8866910,TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-975576,N-glycan antennae elongation in the medial/trans-Golgi,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-975578,Reactions specific to the complex N-glycan synthesis pathway,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5668599,RHO GTPases Activate NADPH Oxidases,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9664420,Killing mechanisms,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9673324,WNT5:FZD7-mediated leishmania damping,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-888590,"GABA synthesis, release, reuptake and degradation",1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5654687,Downstream signaling of activated FGFR1,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5654693,FRS-mediated FGFR1 signaling,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5654696,Downstream signaling of activated FGFR2,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5654700,FRS-mediated FGFR2 signaling,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5654706,FRS-mediated FGFR3 signaling,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5654708,Downstream signaling of activated FGFR3,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5654712,FRS-mediated FGFR4 signaling,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5654716,Downstream signaling of activated FGFR4,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9028731,Activated NTRK2 signals through FRS2 and FRS3,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-109704,PI3K Cascade,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-112399,IRS-mediated signalling,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-1226099,Signaling by FGFR in disease,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-169893,Prolonged ERK activation events,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-170968,Frs2-mediated activation,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-187687,Signalling to ERKs,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-201556,Signaling by ALK,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-2404192,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-2428924,IGF1R signaling cascade,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-2428928,IRS-related events triggered by IGF1R,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5654689,PI-3K cascade:FGFR1,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5654695,PI-3K cascade:FGFR2,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5654710,PI-3K cascade:FGFR3,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5654720,PI-3K cascade:FGFR4,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5655253,Signaling by FGFR2 in disease,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5655291,Signaling by FGFR4 in disease,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5655302,Signaling by FGFR1 in disease,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5655332,Signaling by FGFR3 in disease,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-74751,Insulin receptor signalling cascade,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-8853659,RET signaling,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-1660662,Glycosphingolipid metabolism,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9840310,Glycosphingolipid catabolism,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-193775,Synthesis of bile acids and bile salts via 24-hydroxycholesterol,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-1566977,Fibronectin matrix formation,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-8873719,RAB geranylgeranylation,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-2151209,Activation of PPARGC1A (PGC-1alpha) by phosphorylation,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9615017,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes",1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9843743,Transcriptional regulation of brown and beige adipocyte differentiation,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9844594,Transcriptional regulation of brown and beige adipocyte differentiation by EBF2,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-1592389,Activation of Matrix Metalloproteinases,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-2160916,Hyaluronan degradation,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-73856,RNA Polymerase II Transcription Termination,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-75067,Processing of Capped Intronless Pre-mRNA,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-77595,Processing of Intronless Pre-mRNAs,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-1483255,PI Metabolism,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-3214841,PKMTs methylate histone lysines,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-427389,ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-927802,Nonsense-Mediated Decay (NMD),1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-196108,Pregnenolone biosynthesis,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9940465,ChAHP complex assembly,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-1799339,SRP-dependent cotranslational protein targeting to membrane,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-977347,Serine metabolism,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-75105,Fatty acyl-CoA biosynthesis,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-75035,Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9735871,SARS-CoV-1 targets host intracellular signalling and regulatory pathways,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9954716,ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9865881,Complex III assembly,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-446353,Cell-extracellular matrix interactions,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-352230,Amino acid transport across the plasma membrane,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9958863,SLC-mediated transport of amino acids,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-75876,Synthesis of very long-chain fatty acyl-CoAs,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-8854691,Interleukin-20 family signaling,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5601884,PIWI-interacting RNA (piRNA) biogenesis,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-1606322,ZBP1(DAI) mediated induction of type I IFNs,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-168927,"TICAM1, RIP1-mediated IKK complex recruitment",1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-1810476,RIP-mediated NFkB activation via ZBP1,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-3295583,TRP channels,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9615933,Postmitotic nuclear pore complex (NPC) reformation,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-1839117,Signaling by cytosolic FGFR1 fusion mutants,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-1839124,FGFR1 mutant receptor activation,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9845323,Regulation of endogenous retroelements by Piwi-interacting RNAs (piRNAs),1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-2022857,Keratan sulfate degradation,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-2534343,Interaction With Cumulus Cells And The Zona Pellucida,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-3769402,Deactivation of the beta-catenin transactivating complex,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9675151,Disorders of Developmental Biology,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-75892,Platelet Adhesion to exposed collagen,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9671793,Diseases of hemostasis,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5635838,Activation of SMO,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-210991,Basigin interactions,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-1236382,Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-1643713,Signaling by EGFR in Cancer,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5637810,Constitutive Signaling by EGFRvIII,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5637812,Signaling by EGFRvIII in Cancer,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5637815,Signaling by Ligand-Responsive EGFR Variants in Cancer,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9634285,Constitutive Signaling by Overexpressed ERBB2,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9665348,Signaling by ERBB2 ECD mutants,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-388844,Receptor-type tyrosine-protein phosphatases,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-1482922,Acyl chain remodelling of PI,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9637687,Suppression of phagosomal maturation,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-429914,Deadenylation-dependent mRNA decay,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-430039,mRNA decay by 5' to 3' exoribonuclease,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-1855167,Synthesis of pyrophosphates in the cytosol,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-201451,Signaling by BMP,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-162594,Early Phase of HIV Life Cycle,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9764790,Positive Regulation of CDH1 Gene Transcription,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-189085,Digestion of dietary carbohydrate,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-189200,Cellular hexose transport,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-3772470,Negative regulation of TCF-dependent signaling by WNT ligand antagonists,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9754678,SARS-CoV-2 modulates host translation machinery,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-112409,RAF-independent MAPK1/3 activation,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5675221,Negative regulation of MAPK pathway,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9913635,Strand-asynchronous mitochondrial DNA replication,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-1475029,Reversible hydration of carbon dioxide,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-442660,SLC-mediated transport of neurotransmitters,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-375280,Amine ligand-binding receptors,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-912694,Regulation of IFNA/IFNB signaling,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9758274,Regulation of NF-kappa B signaling,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-168799,Neurotoxicity of clostridium toxins,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-1834941,STING mediated induction of host immune responses,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-3134975,Regulation of innate immune responses to cytosolic DNA,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-3270619,IRF3-mediated induction of type I IFN,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-445095,Interaction between L1 and Ankyrins,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5576892,Phase 0 - rapid depolarisation,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-1362409,Mitochondrial iron-sulfur cluster biogenesis,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5579029,Metabolic disorders of biological oxidation enzymes,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-975577,N-Glycan antennae elongation,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-211935,Fatty acids,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-211979,Eicosanoids,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-2142691,Synthesis of Leukotrienes (LT) and Eoxins (EX),1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-1855204,Synthesis of IP3 and IP4 in the cytosol,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-399997,Acetylcholine regulates insulin secretion,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9754560,SARS-CoV-2 modulates autophagy,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-181431,Acetylcholine binding and downstream events,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-622323,Presynaptic nicotinic acetylcholine receptors,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-622327,Postsynaptic nicotinic acetylcholine receptors,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-629594,Highly calcium permeable postsynaptic nicotinic acetylcholine receptors,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-211958,Miscellaneous substrates,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5684264,MAP3K8 (TPL2)-dependent MAPK1/3 activation,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-933542,TRAF6 mediated NF-kB activation,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-933543,NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-937039,IRAK1 recruits IKK complex,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-975144,IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-8986944,Transcriptional Regulation by MECP2,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9022699,MECP2 regulates neuronal receptors and channels,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-71288,Creatine metabolism,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-549127,SLC-mediated transport of organic cations,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9686114,Non-canonical inflammasome activation,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9956593,Enterobacterial factors antagonize host defense,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-1266695,Interleukin-7 signaling,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-982772,Growth hormone receptor signaling,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-75109,Triglyceride biosynthesis,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-8963889,Assembly of active LPL and LIPC lipase complexes,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-8963901,Chylomicron remodeling,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-156842,Eukaryotic Translation Elongation,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-156902,Peptide chain elongation,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-192823,Viral mRNA Translation,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-2408557,Selenocysteine synthesis,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-72764,Eukaryotic Translation Termination,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-975956,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9954714,PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-373752,Netrin-1 signaling,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-3000480,Scavenging by Class A Receptors,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-190873,Gap junction degradation,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-196025,Formation of annular gap junctions,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-416993,Trafficking of GluR2-containing AMPA receptors,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5099900,WNT5A-dependent internalization of FZD4,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5140745,"WNT5A-dependent internalization of FZD2, FZD5 and ROR2",1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-264870,Caspase-mediated cleavage of cytoskeletal proteins,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5223345,Miscellaneous transport and binding events,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9717189,Sensory perception of taste,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9717207,"Sensory perception of sweet, bitter, and umami (glutamate) taste",1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-71240,Tryptophan catabolism,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-196791,Vitamin D (calciferol) metabolism,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9700645,ALK mutants bind TKIs,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-110328,Recognition and association of DNA glycosylase with site containing an affected pyrimidine,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-110329,Cleavage of the damaged pyrimidine,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-110330,Recognition and association of DNA glycosylase with site containing an affected purine,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-110331,Cleavage of the damaged purine,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-171306,Packaging Of Telomere Ends,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-427359,SIRT1 negatively regulates rRNA expression,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5334118,DNA methylation,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-68616,Assembly of the ORC complex at the origin of replication,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-73728,RNA Polymerase I Promoter Opening,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-73927,Depurination,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-73928,Depyrimidination,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-73929,"Base-Excision Repair, AP Site Formation",1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9670095,Inhibition of DNA recombination at telomere,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9710421,Defective pyroptosis,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9970672,FXIIa activates plasma kallikrein-kinin system,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9733458,Induction of Cell-Cell Fusion,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-9854311,Maturation of TCA enzymes and regulation of TCA cycle,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-6783783,Interleukin-10 signaling,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-425561,Sodium/Calcium exchangers,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-6803211,TP53 Regulates Transcription of Death Receptors and Ligands,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-174403,Glutathione synthesis and recycling,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-5423646,Aflatoxin activation and detoxification,1,FALSE,0,""
Reactome,Up,LFC05,R-HSA-2485179,Activation of the phototransduction cascade,1,FALSE,0,""
