sample,condition,study,median_expr,iqr_expr,var_expr,min_expr,max_expr,pct_zero,median_z,flag_outlier
TCGA-SX-A7SN-01,KIRP,TCGA,10.905,7.73075,27.1126176671329,0,17.11,12.1212121212121,0.63475718413976,FALSE
TCGA-Y8-A894-01,KIRP,TCGA,10.043,9.3035,26.5722304094662,0,16.11,7.57575757575758,-1.72397649305159,FALSE
TCGA-Y8-A896-01,KIRP,TCGA,10.515,8.92175,28.4815673503497,0,17.39,12.1212121212121,-0.43241930554078,FALSE
TCGA-KV-A6GD-01,KIRP,TCGA,11.08,5.66675,23.8483933933263,0,16.94,7.57575757575758,1.11361842950922,FALSE
TCGA-A4-7286-01,KIRP,TCGA,10.785,6.74525,27.4355419784266,0,17.55,15.1515151515152,0.306395187314976,FALSE
TCGA-Y8-A897-01,KIRP,TCGA,10.71,6.76925,25.9765005434033,0,16.99,7.57575757575758,0.10116893929949,FALSE
TCGA-UN-AAZ9-01,KIRP,TCGA,10.635,10.93125,32.320634294697,0,16.7,16.6666666666667,-0.104057308716001,FALSE
TCGA-G7-A8LB-01,KIRP,TCGA,10.05,7.00625,26.1183297693893,0,17.42,15.1515151515152,-1.70482204323681,FALSE
TCGA-GL-A59T-01,KIRP,TCGA,10.985,6.68,26.4393101359277,0,17.77,10.6060606060606,0.853665182022942,FALSE
TCGA-PJ-A5Z9-01,KIRP,TCGA,10.635,7.159,26.0776660664336,0,17.14,15.1515151515152,-0.104057308716001,FALSE
TCGA-MH-A854-01,KIRP,TCGA,10.56,7.14575,25.3694389864802,0,18.85,6.06060606060606,-0.309283556731492,FALSE
TCGA-B9-A8YH-01,KIRP,TCGA,10.89,6.58425,23.6112141634802,0,16.98,7.57575757575758,0.59371193453666,FALSE
TCGA-B9-A5W8-01,KIRP,TCGA,10.835,7.205,25.0143605530816,0,16.57,9.09090909090909,0.44321268599197,FALSE
TCGA-A4-A4ZT-01,KIRP,TCGA,10.56,7.95075,26.7134324863054,0,16.68,13.6363636363636,-0.309283556731487,FALSE
TCGA-IA-A40U-01,KIRP,TCGA,10.76,7.43625,27.1336214800676,0,18.04,7.57575757575758,0.237986437976479,FALSE
TCGA-B1-A655-01,KIRP,TCGA,10.7,7.7765,27.1676415399371,0,16.88,7.57575757575758,0.0738054395640871,FALSE
TCGA-IZ-A6M8-01,KIRP,TCGA,10.985,8.00725,28.5428759473776,0,17.58,13.6363636363636,0.853665182022942,FALSE
TCGA-GL-A9DE-01,KIRP,TCGA,11.445,7.96925,26.837715830042,0,16.61,7.57575757575758,2.11238616985127,FALSE
TCGA-A4-A5DU-01,KIRP,TCGA,10.295,7.4375,24.2255081845874,0,16.72,10.6060606060606,-1.03441629971955,FALSE
TCGA-Y8-A895-01,KIRP,TCGA,10.425,7.606,22.88115427669,0,16.51,4.54545454545455,-0.678690803159365,FALSE
TCGA-A4-A5XZ-01,KIRP,TCGA,11.145,7.3295,27.2428415270956,0,17.24,10.6060606060606,1.29148117778932,FALSE
TCGA-Y8-A898-01,KIRP,TCGA,10.665,7.83775,27.0395101118881,0,17.1,13.6363636363636,-0.0219668095098077,FALSE
TCGA-O9-A75Z-01,KIRP,TCGA,10.285,7.8685,24.4996736555361,0,16.19,12.1212121212121,-1.06177979945494,FALSE
TCGA-B9-A69E-01,KIRP,TCGA,10.885,7.54575,27.2266274993007,0,16.79,16.6666666666667,0.580030184668959,FALSE
TCGA-DW-7841-01,KIRP,TCGA,10.85,7.35325,25.6202062327483,0,17.74,7.57575757575758,0.484257935595069,FALSE
TCGA-A4-8630-01,KIRP,TCGA,10.64,8.32875,27.1861050435431,0,16.78,12.1212121212121,-0.0903755588482998,FALSE
TCGA-Q2-A5QZ-01,KIRP,TCGA,10.61,7.078,26.2429136973893,0,18.14,13.6363636363636,-0.172466058054498,FALSE
TCGA-DW-7839-01,KIRP,TCGA,10.09,9.16825,26.160927369697,0,15.9,12.1212121212121,-1.59536804429521,FALSE
TCGA-DW-5561-01,KIRP,TCGA,10.845,6.2055,22.991625477634,0,17,9.09090909090909,0.470576185727363,FALSE
TCGA-Y8-A8S1-01,KIRP,TCGA,10.93,8.06125,26.1784177202797,0,17.22,9.09090909090909,0.703165933478252,FALSE
TCGA-BQ-5888-01,KIRP,TCGA,10.57,7.4435,27.0960953221445,0,17.59,10.6060606060606,-0.28192005699609,FALSE
TCGA-F9-A7Q0-01,KIRP,TCGA,10.445,10.53225,31.9342483375291,0,17.05,19.6969696969697,-0.62396380368857,FALSE
TCGA-5P-A9KA-01,KIRP,TCGA,10.55,7.2435,26.0683277167832,0,16.9,13.6363636363636,-0.336647056466885,FALSE
TCGA-GL-7773-01,KIRP,TCGA,10.44,9.56525,29.7343628317599,0,17.28,13.6363636363636,-0.637645553556266,FALSE
TCGA-GL-A9DC-01,KIRP,TCGA,10.55,8.47,29.1943974729417,0,18.04,12.1212121212121,-0.336647056466885,FALSE
TCGA-4A-A93X-01,KIRP,TCGA,11.065,9.39825,30.4575519530816,0,18.59,12.1212121212121,1.07257317990613,FALSE
TCGA-J7-6720-01,KIRP,TCGA,10.27,5.923,25.7293258563823,0,16.85,13.6363636363636,-1.10282504905804,FALSE
TCGA-A4-A6HP-01,KIRP,TCGA,10.625,7.45475,26.7450492636573,0,17.82,12.1212121212121,-0.131420808451399,FALSE
TCGA-B3-8121-01,KIRP,TCGA,10.675,7.2585,26.6608764642704,0,16.72,12.1212121212121,0.00539669022559501,FALSE
TCGA-A4-A48D-01,KIRP,TCGA,11.315,8.622,30.070796054697,0,17.31,13.6363636363636,1.75666067329109,FALSE
TCGA-GL-A59R-01,KIRP,TCGA,10.27,7.67475,27.4118162196084,0,17.13,13.6363636363636,-1.10282504905804,FALSE
TCGA-5P-A9KC-01,KIRP,TCGA,11.42,6.15325,25.6004377781469,0,17.53,9.09090909090909,2.04397742051277,FALSE
TCGA-IZ-A6M9-01,KIRP,TCGA,10.41,8.52625,26.9067372911515,0,17.01,10.6060606060606,-0.719736052762464,FALSE
TCGA-B9-A8YI-01,KIRP,TCGA,11.63,7.0165,26.1835115238881,0,17.49,9.09090909090909,2.61861091495614,FALSE
TCGA-5P-A9JU-01,KIRP,TCGA,10.96,7.573,28.7468749948718,0,18.15,10.6060606060606,0.78525643268445,FALSE
TCGA-MH-A855-01,KIRP,TCGA,11.05,7.9855,27.6362452300699,0,17.03,12.1212121212121,1.03152793030304,FALSE
TCGA-BQ-5892-01,KIRP,TCGA,11.575,7.554,29.2852912292984,0,17.79,6.06060606060606,2.46811166641145,FALSE
TCGA-B9-A44B-01,KIRP,TCGA,10.935,7.3905,26.3999046843823,0,17.68,10.6060606060606,0.716847683345953,FALSE
TCGA-HE-A5NI-01,KIRP,TCGA,10.55,7.73275,26.1712252298368,0,17.32,16.6666666666667,-0.336647056466885,FALSE
TCGA-4A-A93Y-01,KIRP,TCGA,11.09,6.749,23.9141580682984,0,16.62,10.6060606060606,1.14098192924463,FALSE
TCGA-KV-A74V-01,KIRP,TCGA,11.08,7.2665,27.5518256675641,0,17.05,12.1212121212121,1.11361842950923,FALSE
TCGA-GL-A9DD-01,KIRP,TCGA,11.07,6.77925,25.507655668683,0,17.3,9.09090909090909,1.08625492977383,FALSE
TCGA-B3-A6W5-01,KIRP,TCGA,10.98,7.8025,26.9818211326061,0,17.62,7.57575757575758,0.839983432155246,FALSE
TCGA-J7-A8I2-01,KIRP,TCGA,9.694,7.6205,23.6587196158508,0,17.55,12.1212121212121,-2.67896263381699,FALSE
TCGA-A4-A5Y0-01,KIRP,TCGA,11.175,9.38925,31.9305799871329,0,18.11,16.6666666666667,1.37357167699552,FALSE
TCGA-A4-7828-01,KIRP,TCGA,10.37,8.80475,28.6364728689977,0,17.25,13.6363636363636,-0.829190051704056,FALSE
TCGA-BQ-5890-01,KIRP,TCGA,10.52,7.53625,29.75429884662,0,17.77,13.6363636363636,-0.418737555673083,FALSE
TCGA-BQ-7059-01,KIRP,TCGA,10.925,6.84275,25.5754449117483,0,16.99,12.1212121212121,0.689484183610555,FALSE
TCGA-BQ-7061-01,KIRP,TCGA,11.29,6.18,26.8562746284033,0,17.42,10.6060606060606,1.68825192395259,FALSE
TCGA-2K-A9WE-01,KIRP,TCGA,11.315,6.86,25.421043712,0,17.48,9.09090909090909,1.75666067329109,FALSE
TCGA-BQ-7060-01,KIRP,TCGA,10.825,8.56125,28.6979358245315,0,16.55,12.1212121212121,0.415849186256567,FALSE
TCGA-Y8-A8RZ-01,KIRP,TCGA,10.67,6.93675,25.8968379295571,0,17.35,10.6060606060606,-0.00828505964210634,FALSE
TCGA-Y8-A8S0-01,KIRP,TCGA,10.385,7.69725,23.777238347711,0,16.07,7.57575757575758,-0.788144802100961,FALSE
TCGA-2Z-A9JR-01,KIRP,TCGA,10.73,6.8825,25.2233174700699,0,16.5,9.09090909090909,0.155895938770286,FALSE
TCGA-BQ-7062-01,KIRP,TCGA,10.93,7.22725,25.3439413076294,0,16.96,7.57575757575758,0.703165933478252,FALSE
TCGA-DW-7840-01,KIRP,TCGA,10.6,6.93975,26.0708901886643,0,17.28,12.1212121212121,-0.199829557789896,FALSE
TCGA-GL-7966-01,KIRP,TCGA,10.675,8.7135,27.4748157557692,0,16.92,12.1212121212121,0.00539669022559501,FALSE
TCGA-DW-7842-01,KIRP,TCGA,10.235,8.6465,26.7419160517413,0,16.01,10.6060606060606,-1.19859729813194,FALSE
TCGA-BQ-5894-01,KIRP,TCGA,10.545,9.31775,26.3192010413333,0,17.66,7.57575757575758,-0.350328806334586,FALSE
TCGA-F9-A7VF-01,KIRP,TCGA,10.67,7.92425,28.4684717923077,0,17.7,13.6363636363636,-0.00828505964210634,FALSE
TCGA-AT-A5NU-01,KIRP,TCGA,10.54,7.7875,24.7589151741935,0,16.71,6.06060606060606,-0.364010556202288,FALSE
TCGA-IA-A40Y-01,KIRP,TCGA,10.485,7.05025,24.6050147843823,0,17.72,9.09090909090909,-0.514509804746978,FALSE
TCGA-F9-A8NY-01,KIRP,TCGA,10.81,9.55375,31.7886168145012,0,17.55,13.6363636363636,0.374803936653473,FALSE
TCGA-B9-4617-01,KIRP,TCGA,10.645,8.78825,28.4524386876643,0,17.32,16.6666666666667,-0.0766938089806033,FALSE
TCGA-GL-A4EM-01,KIRP,TCGA,11.08,7.46175,27.7491743710956,0,18.07,9.09090909090909,1.11361842950923,FALSE
TCGA-BQ-5891-01,KIRP,TCGA,10.99,8.46825,28.5326922815105,0,18.01,9.09090909090909,0.867346931890643,FALSE
TCGA-A4-7734-01,KIRP,TCGA,10.135,7.67,22.4294402529417,0,15.78,7.57575757575758,-1.47223229548592,FALSE
TCGA-A4-8516-01,KIRP,TCGA,10.48,6.9865,25.5741310375012,0,17.24,9.09090909090909,-0.528191554614675,FALSE
TCGA-B9-4117-01,KIRP,TCGA,10.955,7.84425,24.4203645529138,0,15.86,9.09090909090909,0.771574682816749,FALSE
TCGA-F9-A97G-01,KIRP,TCGA,11.035,8.4545,27.4397297121329,0,17.55,9.09090909090909,0.990482680699936,FALSE
TCGA-A4-7915-01,KIRP,TCGA,10.79,8.50525,27.7704845787599,0,17.48,9.09090909090909,0.320076937182672,FALSE
TCGA-B9-A5W9-01,KIRP,TCGA,10.14,8.11375,25.6513225565524,0,17.53,7.57575757575758,-1.45855054561822,FALSE
TCGA-4A-A93W-01,KIRP,TCGA,10.415,7.461,25.7693660814103,0,16.68,15.1515151515152,-0.706054302894768,FALSE
TCGA-A4-7583-01,KIRP,TCGA,10.305,8.764,27.1554432356643,0,16.61,12.1212121212121,-1.00705279998415,FALSE
TCGA-A4-A772-01,KIRP,TCGA,11,6.768,26.5715862782284,0,17.29,10.6060606060606,0.894710431626041,FALSE
TCGA-A4-A7UZ-01,KIRP,TCGA,10.705,8.4505,27.270012281697,0,17.12,13.6363636363636,0.0874871894317885,FALSE
TCGA-HE-7128-01,KIRP,TCGA,10.93,7.452,26.5081612981166,0,16.9,13.6363636363636,0.703165933478252,FALSE
GTEX-ZYFD-1526-SM-5NQ7T,Normal_GTEx,GTEX,9.664,6.42625,18.779423934965,0,15.05,7.57575757575758,-0.305421686538731,FALSE
GTEX-ZC5H-1726-SM-5HL7X,Normal_GTEx,GTEX,10.865,5.34725,20.8934438172494,0,16.47,6.06060606060606,0.271115430692988,FALSE
GTEX-T5JC-1526-SM-4DM68,Normal_GTEx,GTEX,10.545,7.148,19.7553112923077,0,18.38,3.03030303030303,0.117500212113346,FALSE
GTEX-13112-2126-SM-5GCO4,Normal_GTEx,GTEX,10.135,5.81975,17.8906275039627,0,15.07,6.06060606060606,-0.0793192866918205,FALSE
GTEX-ZYT6-2226-SM-5GIC9,Normal_GTEx,GTEX,10.415,6.5385,20.1026208811189,0,15.83,6.06060606060606,0.0550940295653658,FALSE
GTEX-Y5V6-2026-SM-5IFHO,Normal_GTEx,GTEX,11.195,5.9225,23.0557784552448,0,17.28,7.57575757575758,0.429531124853243,FALSE
GTEX-WI4N-2026-SM-4OOS7,Normal_GTEx,GTEX,10.53,6.4725,24.8548647067599,0,18.18,13.6363636363636,0.110299498742425,FALSE
GTEX-ZDXO-0226-SM-4WKH7,Normal_GTEx,GTEX,10.785,5.5545,17.8980840850816,0,16.37,4.54545454545455,0.232711626048077,FALSE
GTEX-11OF3-1326-SM-5N9FJ,Normal_GTEx,GTEX,11.115,6.94225,22.0766581503497,0,18.67,7.57575757575758,0.391127320208333,FALSE
GTEX-ZYFG-1626-SM-5GZYY,Normal_GTEx,GTEX,11.14,5.6255,20.752168255711,0,16.22,6.06060606060606,0.403128509159868,FALSE
GTEX-N7MS-1626-SM-3LK5F,Normal_GTEx,GTEX,11.26,7.3565,24.676314725641,0,19.36,9.09090909090909,0.460734216127233,FALSE
GTEX-XPVG-0526-SM-4B65N,Normal_GTEx,GTEX,11.275,6.2,18.2041305941725,0,16.33,1.51515151515152,0.467934929498154,FALSE
GTEX-13NYB-1726-SM-5N9G2,Normal_GTEx,GTEX,11.545,7.9995,24.9151350153846,0,20.1,4.54545454545455,0.597547770174726,FALSE
GTEX-11PRG-2226-SM-5GU5R,Normal_GTEx,GTEX,9.9955,7.71525,20.795446555711,0,15.71,9.09090909090909,-0.146285921041383,FALSE
GTEX-12WSG-0826-SM-5EQ5A,Normal_GTEx,GTEX,11.035,5.92875,21.0185284895105,0,16.72,6.06060606060606,0.352723515563422,FALSE
GTEX-13OW6-1826-SM-5N9F9,Normal_GTEx,GTEX,10.74,7.0115,21.8879837298368,0,18.26,9.09090909090909,0.211109485935315,FALSE
GTEX-13RTJ-2226-SM-5S2Q1,Normal_GTEx,GTEX,10.415,5.31775,20.6416645270396,0,16.07,7.57575757575758,0.0550940295653658,FALSE
GTEX-12696-0926-SM-5FQTV,Normal_GTEx,GTEX,9.821,6.30975,19.1763799356643,0,16.22,4.54545454545455,-0.230054219923094,FALSE
GTEX-145MN-0326-SM-5QGQI,Normal_GTEx,GTEX,11.135,6.1785,22.557695648718,0,16.08,9.09090909090909,0.40072827136956,FALSE
GTEX-1399S-0526-SM-5IJG8,Normal_GTEx,GTEX,10.64,5.72325,19.2262822539487,0,15.55,4.54545454545455,0.163104730129177,FALSE
GTEX-QLQW-1626-SM-4R1K1,Normal_GTEx,GTEX,10.95,6.44425,20.1884766706294,0,16.87,3.03030303030303,0.311919473128205,FALSE
GTEX-ZLFU-0926-SM-5P9F8,Normal_GTEx,GTEX,10.905,5.4845,18.8829358225361,0,15.81,1.51515151515152,0.290317333015443,FALSE
GTEX-1497J-0826-SM-5NQAJ,Normal_GTEx,GTEX,11.395,7.6595,23.6512276615385,0,16.86,9.09090909090909,0.525540636465519,FALSE
GTEX-147F4-2626-SM-5Q5CS,Normal_GTEx,GTEX,10.475,5.298,19.2279586172494,0,15.55,6.06060606060606,0.0838968830490497,FALSE
GTEX-NPJ8-2226-SM-3TW8D,Normal_GTEx,GTEX,10.265,5.75775,20.6235055244755,0,16.83,7.57575757575758,-0.0169131041438407,FALSE
GTEX-ZE9C-1426-SM-4WKGM,Normal_GTEx,GTEX,9.651,6.39325,18.6679916459207,0,14.83,6.06060606060606,-0.311662304793529,FALSE
GTEX-13O1R-2526-SM-5N9FW,Normal_GTEx,GTEX,10.515,6.488,20.1347290090909,0,16.81,3.03030303030303,0.103098785371505,FALSE
GTEX-T6MN-1826-SM-5CHQB,Normal_GTEx,GTEX,0,0,2.60568362354312,0,10.84,96.969696969697,-4.94460128764392,TRUE
