database,direction,pathway_id,pathway_name,significant_LFC0,significant_LFC05,significant_LFC1,n_thresholds_sig
KEGG,Down,hsa05032,Morphine addiction,FALSE,FALSE,FALSE,0
KEGG,Down,hsa05033,Nicotine addiction,FALSE,FALSE,FALSE,0
KEGG,Down,hsa05034,Alcoholism,FALSE,FALSE,FALSE,0
KEGG,Down,hsa05100,Bacterial invasion of epithelial cells,FALSE,FALSE,FALSE,0
KEGG,Down,hsa05110,Vibrio cholerae infection,FALSE,FALSE,FALSE,0
KEGG,Down,hsa05120,Epithelial cell signaling in Helicobacter pylori infection,FALSE,FALSE,FALSE,0
KEGG,Down,hsa05130,Pathogenic Escherichia coli infection,FALSE,FALSE,FALSE,0
KEGG,Down,hsa05131,Shigellosis,FALSE,FALSE,FALSE,0
KEGG,Down,hsa05132,Salmonella infection,FALSE,FALSE,FALSE,0
KEGG,Down,hsa05133,Pertussis,FALSE,FALSE,FALSE,0
KEGG,Down,hsa05134,Legionellosis,FALSE,FALSE,FALSE,0
KEGG,Down,hsa05135,Yersinia infection,FALSE,FALSE,FALSE,0
KEGG,Down,hsa05140,Leishmaniasis,FALSE,FALSE,FALSE,0
KEGG,Down,hsa05142,Chagas disease,FALSE,FALSE,FALSE,0
KEGG,Down,hsa05143,African trypanosomiasis,FALSE,FALSE,FALSE,0
KEGG,Down,hsa05144,Malaria,FALSE,FALSE,FALSE,0
KEGG,Down,hsa05145,Toxoplasmosis,FALSE,FALSE,FALSE,0
KEGG,Down,hsa05146,Amoebiasis,FALSE,FALSE,FALSE,0
KEGG,Down,hsa05150,Staphylococcus aureus infection,FALSE,FALSE,FALSE,0
KEGG,Down,hsa05152,Tuberculosis,FALSE,FALSE,FALSE,0
KEGG,Down,hsa05160,Hepatitis C,FALSE,FALSE,FALSE,0
KEGG,Down,hsa05161,Hepatitis B,FALSE,FALSE,FALSE,0
KEGG,Down,hsa05162,Measles,FALSE,FALSE,FALSE,0
KEGG,Down,hsa05163,Human cytomegalovirus infection,FALSE,FALSE,FALSE,0
KEGG,Down,hsa05164,Influenza A,FALSE,FALSE,FALSE,0
KEGG,Down,hsa05165,Human papillomavirus infection,FALSE,FALSE,FALSE,0
KEGG,Down,hsa05166,Human T-cell leukemia virus 1 infection,FALSE,FALSE,FALSE,0
KEGG,Down,hsa05167,Kaposi sarcoma-associated herpesvirus infection,FALSE,FALSE,FALSE,0
KEGG,Down,hsa05168,Herpes simplex virus 1 infection,FALSE,FALSE,FALSE,0
KEGG,Down,hsa05169,Epstein-Barr virus infection,FALSE,FALSE,FALSE,0
KEGG,Down,hsa05170,Human immunodeficiency virus 1 infection,FALSE,FALSE,FALSE,0
KEGG,Down,hsa05171,Coronavirus disease,FALSE,FALSE,FALSE,0
KEGG,Down,hsa05202,Transcriptional misregulation in cancer,FALSE,FALSE,FALSE,0
KEGG,Down,hsa05203,Viral carcinogenesis,FALSE,FALSE,FALSE,0
