database,direction,pathway_id,pathway_name,significant_LFC0,significant_LFC05,significant_LFC1,n_thresholds_sig
Reactome,Down,R-HSA-264876,Insulin processing,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-2672351,Stimuli-sensing channels,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-2682334,EPH-Ephrin signaling,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-2691230,Signaling by NOTCH1 HD Domain Mutants in Cancer,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-2691232,Constitutive Signaling by NOTCH1 HD Domain Mutants,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-2730905,Role of LAT2/NTAL/LAB on calcium mobilization,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-2871796,FCERI mediated MAPK activation,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-2871809,FCERI mediated Ca+2 mobilization,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-2871837,FCERI mediated NF-kB activation,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-2892247,"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation",FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-2894858,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-2894862,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-2979096,NOTCH2 Activation and Transmission of Signal to the Nucleus,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-2980736,Peptide hormone metabolism,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-2980766,Nuclear Envelope Breakdown,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-2990846,SUMOylation,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-2995383,Initiation of Nuclear Envelope (NE) Reformation,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-2995410,Nuclear Envelope (NE) Reassembly,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3000157,Laminin interactions,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3000170,Syndecan interactions,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3000171,Non-integrin membrane-ECM interactions,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3000178,ECM proteoglycans,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3000471,Scavenging by Class B Receptors,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3000480,Scavenging by Class A Receptors,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3108214,SUMOylation of DNA damage response and repair proteins,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3134975,Regulation of innate immune responses to cytosolic DNA,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3214815,HDACs deacetylate histones,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3214841,PKMTs methylate histone lysines,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3214842,HDMs demethylate histones,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3214847,HATs acetylate histones,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3214858,RMTs methylate histone arginines,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3215018,Processing and activation of SUMO,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3229121,Glycogen storage diseases,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3232118,SUMOylation of transcription factors,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3232142,SUMOylation of ubiquitinylation proteins,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3238698,WNT ligand biogenesis and trafficking,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3247509,Chromatin modifying enzymes,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3270619,IRF3-mediated induction of type I IFN,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3295583,TRP channels,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3296469,Defects in cobalamin (B12) metabolism,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3296482,Defects in vitamin and cofactor metabolism,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3299685,Detoxification of Reactive Oxygen Species,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3301854,Nuclear Pore Complex (NPC) Disassembly,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3322077,Glycogen synthesis,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3371378,Regulation by c-FLIP,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3371453,Regulation of HSF1-mediated heat shock response,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3371511,HSF1 activation,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3371556,Cellular response to heat stress,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3371568,Attenuation phase,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3371571,HSF1-dependent transactivation,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-349425,Autodegradation of the E3 ubiquitin ligase COP1,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-350054,Notch-HLH transcription pathway,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-350562,Regulation of ornithine decarboxylase (ODC),FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-351202,Metabolism of polyamines,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-351906,Apoptotic cleavage of cell adhesion  proteins,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-352230,Amino acid transport across the plasma membrane,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-354192,Integrin signaling,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-354194,GRB2:SOS provides linkage to MAPK signaling for Integrins,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3560782,Diseases associated with glycosaminoglycan metabolism,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3560783,"Defective B4GALT7 causes EDS, progeroid type",FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3560801,Defective B3GAT3 causes JDSSDHD,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3656237,Defective EXT2 causes exostoses 2,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3656253,"Defective EXT1 causes exostoses 1, TRPS2 and CHDS",FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3700989,Transcriptional Regulation by TP53,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-372708,p130Cas linkage to MAPK signaling for integrins,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-373076,Class A/1 (Rhodopsin-like receptors),FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-373080,Class B/2 (Secretin family receptors),FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-373752,Netrin-1 signaling,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-373753,Nephrin family interactions,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-373755,Semaphorin interactions,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-373760,L1CAM interactions,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-375165,NCAM signaling for neurite out-growth,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-375276,Peptide ligand-binding receptors,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-375280,Amine ligand-binding receptors,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-375281,Hormone ligand-binding receptors,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-376176,Signaling by ROBO receptors,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3769402,Deactivation of the beta-catenin transactivating complex,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3772470,Negative regulation of TCF-dependent signaling by WNT ligand antagonists,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3781860,Diseases associated with N-glycosylation of proteins,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3781865,Diseases of glycosylation,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-379716,Cytosolic tRNA aminoacylation,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-379724,tRNA Aminoacylation,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-379726,Mitochondrial tRNA aminoacylation,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-380108,Chemokine receptors bind chemokines,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-380259,Loss of Nlp from mitotic centrosomes,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-380284,Loss of proteins required for interphase microtubule organization from the centrosome,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-380287,Centrosome maturation,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-380320,Recruitment of NuMA to mitotic centrosomes,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-380972,Energy dependent regulation of mTOR by LKB1-AMPK,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-380994,ATF4 activates genes in response to endoplasmic reticulum  stress,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-381033,ATF6 (ATF6-alpha) activates chaperones,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-381038,XBP1(S) activates chaperone genes,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-381042,PERK regulates gene expression,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-381070,IRE1alpha activates chaperones,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-381119,Unfolded Protein Response (UPR),FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-381183,ATF6 (ATF6-alpha) activates chaperone genes,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-381676,Glucagon-like Peptide-1 (GLP1) regulates insulin secretion,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-381753,Olfactory Signaling Pathway,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-381771,"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)",FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-382556,ABC-family protein mediated transport,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-383280,Nuclear Receptor transcription pathway,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3858494,Beta-catenin independent WNT signaling,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-388841,Regulation of T cell activation by CD28 family,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-388844,Receptor-type tyrosine-protein phosphatases,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-389356,Co-stimulation by CD28,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-389357,CD28 dependent PI3K/Akt signaling,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-389359,CD28 dependent Vav1 pathway,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-389513,Co-inhibition by CTLA4,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-389661,Glyoxylate metabolism and glycine degradation,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3899300,SUMOylation of transcription cofactors,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-389948,Co-inhibition by PD-1,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-389958,Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-389977,Post-chaperonin tubulin folding pathway,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-390247,Beta-oxidation of very long chain fatty acids,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-390450,Folding of actin by CCT/TriC,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-390466,Chaperonin-mediated protein folding,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-390471,Association of TriC/CCT with target proteins during biosynthesis,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-390522,Striated Muscle Contraction,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-390666,Serotonin receptors,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3906995,Diseases associated with O-glycosylation of proteins,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-390918,Peroxisomal lipid metabolism,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-391160,Signal regulatory protein family interactions,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-391251,Protein folding,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-391903,Eicosanoid ligand-binding receptors,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-392154,Nitric oxide stimulates guanylate cyclase,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-392170,ADP signalling through P2Y purinoceptor 12,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-392451,G beta:gamma signalling through PI3Kgamma,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-392517,Rap1 signalling,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-392518,Signal amplification,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-392851,Prostacyclin signalling through prostacyclin receptor,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3928662,EPHB-mediated forward signaling,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3928663,EPHA-mediated growth cone collapse,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3928664,Ephrin signaling,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-3928665,EPH-ephrin mediated repulsion of cells,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-397014,Muscle contraction,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-397795,G-protein beta:gamma signalling,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-399719,Trafficking of AMPA receptors,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-399721,"Glutamate binding, activation of AMPA receptors and synaptic plasticity",FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-399954,Sema3A PAK dependent Axon repulsion,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-399955,SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-399956,CRMPs in Sema3A signaling,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-399997,Acetylcholine regulates insulin secretion,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-400042,"Adrenaline,noradrenaline inhibits insulin secretion",FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-400206,Regulation of lipid metabolism by PPARalpha,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-400451,Free fatty acids regulate insulin secretion,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-400508,"Incretin synthesis, secretion, and inactivation",FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-400511,"Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)",FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-400685,Sema4D in semaphorin signaling,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-4085001,Sialic acid metabolism,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-4085377,SUMOylation of SUMOylation proteins,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-4086398,Ca2+ pathway,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-4086400,PCP/CE pathway,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-4090294,SUMOylation of intracellular receptors,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-416476,G alpha (q) signalling events,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-416482,G alpha (12/13) signalling events,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-416572,Sema4D induced cell migration and growth-cone collapse,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-416700,Other semaphorin interactions,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-416993,Trafficking of GluR2-containing AMPA receptors,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-417957,P2Y receptors,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-418038,Nucleotide-like (purinergic) receptors,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-418217,G beta:gamma signalling through PLC beta,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-418346,Platelet homeostasis,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-418359,Reduction of cytosolic Ca++ levels,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-418360,Platelet calcium homeostasis,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-418457,cGMP effects,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-418555,G alpha (s) signalling events,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-418592,ADP signalling through P2Y purinoceptor 1,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-418594,G alpha (i) signalling events,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-418597,G alpha (z) signalling events,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-418885,DCC mediated attractive signaling,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-418889,Caspase activation via Dependence Receptors in the absence of ligand,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-418890,Role of second messengers in netrin-1 signaling,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-418990,Adherens junctions interactions,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-419037,NCAM1 interactions,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-419408,Lysosphingolipid and LPA receptors,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-419771,Opsins,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-419812,Calcitonin-like ligand receptors,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-420029,Tight junction interactions,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-420092,Glucagon-type ligand receptors,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-420499,Class C/3 (Metabotropic glutamate/pheromone receptors),FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-421270,Cell-cell junction organization,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-422085,"Synthesis, secretion, and deacylation of Ghrelin",FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-422356,Regulation of insulin secretion,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-425381,Bicarbonate transporters,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-425397,"Transport of vitamins, nucleosides, and related molecules",FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-425407,SLC-mediated transmembrane transport,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-425410,Metal ion SLC transporters,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-425561,Sodium/Calcium exchangers,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-427359,SIRT1 negatively regulates rRNA expression,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-427389,ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-427413,NoRC negatively regulates rRNA expression,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-428157,Sphingolipid metabolism,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-428540,Activation of RAC1,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-428542,Regulation of commissural axon pathfinding by SLIT and ROBO,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-428930,Thromboxane signalling through TP receptor,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-429914,Deadenylation-dependent mRNA decay,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-429947,Deadenylation of mRNA,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-430039,mRNA decay by 5' to 3' exoribonuclease,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-430116,GP1b-IX-V activation signalling,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-432040,Vasopressin regulates renal water homeostasis via Aquaporins,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-432047,Passive transport by Aquaporins,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-432142,Platelet sensitization by LDL,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-432720,Lysosome Vesicle Biogenesis,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-432722,Golgi Associated Vesicle Biogenesis,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-435354,Zinc transporters,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-437239,Recycling pathway of L1,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-438064,Post NMDA receptor activation events,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-438066,"Unblocking of NMDA receptors, glutamate binding and activation",FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-4419969,Depolymerization of the Nuclear Lamina,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-4420097,VEGFA-VEGFR2 Pathway,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-4420332,Defective B3GALT6 causes EDSP2 and SEMDJL1,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-442380,Zinc influx into cells by the SLC39 gene family,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-442660,SLC-mediated transport of neurotransmitters,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-442720,CREB1 phosphorylation through the activation of Adenylate Cyclase,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-442729,CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-442742,CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-442755,Activation of NMDA receptors and postsynaptic events,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-442982,Ras activation upon Ca2+ influx through NMDA receptor,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-445095,Interaction between L1 and Ankyrins,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-445144,Signal transduction by L1,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-445355,Smooth Muscle Contraction,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-445717,Aquaporin-mediated transport,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-445989,TAK1-dependent IKK and NF-kappa-B activation,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-446107,Type I hemidesmosome assembly,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-446193,"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein",FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-446203,Asparagine N-linked glycosylation,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-446219,Synthesis of substrates in N-glycan biosythesis,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-446353,Cell-extracellular matrix interactions,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-446652,Interleukin-1 family signaling,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-446728,Cell junction organization,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-447115,Interleukin-12 family signaling,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-448424,Interleukin-17 signaling,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-449147,Signaling by Interleukins,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-449836,Other interleukin signaling,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-450282,MAPK targets/ Nuclear events mediated by MAP kinases,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-450294,MAP kinase activation,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-450302,activated TAK1 mediates p38 MAPK activation,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-450321,JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-450341,Activation of the AP-1 family of transcription factors,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-450408,AUF1 (hnRNP D0) binds and destabilizes mRNA,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-450531,Regulation of mRNA stability by proteins that bind AU-rich elements,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-451306,Ionotropic activity of kainate receptors,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-451308,Activation of Ca-permeable Kainate Receptor,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-451326,Activation of kainate receptors upon glutamate binding,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-451927,Interleukin-2 family signaling,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-452723,Transcriptional regulation of pluripotent stem cells,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-453274,Mitotic G2-G2/M phases,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-453276,Regulation of mitotic cell cycle,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-453279,Mitotic G1 phase and G1/S transition,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-4551638,SUMOylation of chromatin organization proteins,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-456926,Thrombin signalling through proteinase activated receptors (PARs),FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-4570464,SUMOylation of RNA binding proteins,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-4608870,Asymmetric localization of PCP proteins,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-4615885,SUMOylation of DNA replication proteins,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-4641257,Degradation of AXIN,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-4641258,Degradation of DVL,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-4641262,Disassembly of the destruction complex and recruitment of AXIN to the membrane,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-4641263,Regulation of FZD by ubiquitination,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-4641265,Repression of WNT target genes,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-4655427,SUMOylation of DNA methylation proteins,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-4755510,SUMOylation of immune response proteins,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-4791275,Signaling by WNT in cancer,FALSE,FALSE,FALSE,0
Reactome,Down,R-HSA-4839726,Chromatin organization,FALSE,FALSE,FALSE,0
