NGenes,Direction,PValue,FDR,pathway
29,Down,0.000385539741162574,0.00115661922348772,hsa00020_TCA
64,Down,0.0520898737970588,0.0781348106955882,hsa00010_Glycolysis
30,Down,0.799886627307912,0.799886627307912,hsa00030_PPP
