gene_id,logFC_Paired,CI.L_Paired,CI.R_Paired,FDR_Paired,AveExpr,logFC_TCGA_adj,FDR_TCGA_adj,logFC_GTEx,FDR_GTEx,pathway
ACSS1,-1.10075,-1.48254245620524,-0.718957543794764,3.9406920494512e-06,11.77775,-1.10180208333333,6.7647304176968e-10,-0.44189136904762,0.0591935274982211,hsa00010
ACSS2,0.2896875,-0.0725630284981799,0.65193802849818,0.139539106257658,12.09703125,0.372708333333332,0.0325492923955987,1.14971726190476,6.74985053203046e-07,hsa00010
ADH1A,-1.805903125,-2.22372745822828,-1.38807879177173,1.94074940643317e-09,1.2530234375,-1.51366666666667,5.15837169571415e-14,-1.12476309523809,1.95085170777781e-07,hsa00010
ADH1B,-4.9436875,-5.89049181272378,-3.99688318727623,2.21170347051124e-11,9.14265625,-5.26745694444444,3.86060053751201e-23,-4.59645694444445,3.27772243118674e-15,hsa00010
ADH1C,-6.005784375,-6.77697880692072,-5.23458994307928,9.30666259522333e-16,6.4841703125,-6.39935,4.66633627052039e-47,-3.9462875,2.10742023477854e-18,hsa00010
ADH4,-2.91754375,-3.44978027863249,-2.38530722136751,6.64431206579025e-12,2.655509375,-3.13801736111111,2.96949912132347e-29,-3.07977182539683,8.62188699901837e-24,hsa00010
ADH5,-0.688124999999999,-0.911687173734605,-0.464562826265394,1.45463835515342e-06,12.63125,-0.740312499999999,1.19813398901117e-11,0.702499999999999,0.000134428104942748,hsa00010
ADH6,-2.76640625,-3.95822848976883,-1.57458401023117,8.53809321449628e-05,8.421953125,-3.07690972222222,6.13173179446136e-11,-1.66936061507937,0.000757212731389974,hsa00010
ADH7,0.0760687500000002,-0.279219852899678,0.431357352899679,0.699128194813868,0.321246875,-0.00960451388888912,0.962785500590719,-0.525334871031746,0.00510532791076963,hsa00010
ADPGK,0.222906249999999,0.0419440647146819,0.403868435285317,0.0252589133477208,10.425578125,0.263093750000002,0.00179077353470232,0.138183035714284,0.385480029790308,hsa00010
AKR1A1,-0.584687499999999,-0.986262930087494,-0.183112069912505,0.00900317425921362,12.56328125,-0.387916666666665,0.00790758732288083,0.623065476190473,0.00262066666031607,hsa00010
