category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Metabolism,Carbohydrate metabolism,hsa00010,Glycolysis / Gluconeogenesis,11/29,11/31,1,1.06896551724138,1.06673850332814,0.408602150537635,1,1,2203/5214/55276/5211/226/5236/5213/2821/229/230/8789,11
Metabolism,Carbohydrate metabolism,hsa00030,Pentose phosphate pathway,29/29,31/31,0.935483870967742,1,,1,1,1,5634/132158/2203/23729/5214/414328/2539/25796/55276/5226/5211/226/8277/5236/5213/22934/2821/229/230/84076/9104/6120/51071/6888/7086/5631/64080/9563/8789,29
Metabolism,Global and overview maps,hsa01100,Metabolic pathways,29/29,31/31,0.935483870967742,1,,1,1,1,5634/132158/2203/23729/5214/414328/2539/25796/55276/5226/5211/226/8277/5236/5213/22934/2821/229/230/84076/9104/6120/51071/6888/7086/5631/64080/9563/8789,29
Metabolism,Global and overview maps,hsa01200,Carbon metabolism,24/29,26/31,0.923076923076923,0.986737400530504,-0.630775700296773,1,1,1,5634/132158/2203/5214/414328/2539/25796/5226/5211/226/8277/5213/22934/2821/229/230/84076/9104/6120/6888/7086/5631/9563/8789,24
Metabolism,Global and overview maps,hsa01230,Biosynthesis of amino acids,14/29,16/31,0.875,0.935344827586207,-1.39271503632789,1,1,1,5634/5214/5211/226/8277/5213/22934/229/230/84076/6120/6888/7086/5631,14
