logFC,AveExpr,t,P.Value,adj.P.Val,B,gene_id,regulation,pathway
3.55374206349207,10.3825892405063,14.5956241143134,2.24751552701982e-37,1.48336024783308e-35,74.1166530790535,HK2,Up,hsa00010
-7.68149484126983,7.6030332278481,-12.5023216661815,1.68369563177261e-29,5.55619558484961e-28,56.0945226449067,ALDOB,Down,hsa00010
-3.07984201388889,1.24915537974684,-11.3507706734438,2.44581270720257e-25,5.38078795584566e-24,46.5802064625458,ADH4,Down,hsa00010
-3.94627574404762,3.4373585443038,-9.74745091875071,7.72918017342327e-20,1.27531472861484e-18,34.029238227635,ADH1C,Down,hsa00010
1.88739811507937,11.458378164557,9.62564154260359,1.94505112625455e-19,2.56746748665601e-18,33.1158697310154,ALDH3B1,Up,hsa00010
1.79354712301588,12.8518787974684,9.56678498191665,3.03130891235974e-19,3.33443980359572e-18,32.676809770489,PFKP,Up,hsa00010
-3.63328913690476,1.39109430379747,-9.51331600749936,4.53043729362356e-19,4.27155516255936e-18,32.279238449083,ALDH3B2,Down,hsa00010
1.83844117063493,16.0032841772152,9.37507070077277,1.27314191449476e-18,1.05034207945817e-17,31.2571218188989,PKM,Up,hsa00010
1.47693645833335,11.9464936708861,9.16479095330115,6.03203805271027e-18,4.42349457198753e-17,29.7188727332236,G6PC3,Up,hsa00010
-4.59619047619046,6.75432405063291,-8.63060772497533,2.86391157597874e-16,1.89018164014597e-15,25.9050378522804,ADH1B,Down,hsa00010
1.75965868055556,16.036489556962,8.2255005897237,4.87455502807533e-15,2.9247330168452e-14,23.1083152067348,ALDOA,Up,hsa00010
-3.00014608134921,3.67416107594937,-7.92047656744561,3.89299505167332e-14,2.14114727842033e-13,21.0605319999615,PGAM2,Down,hsa00010
1.66786259920637,16.9889737341772,7.87601095702853,5.24809843722867e-14,2.66441920659301e-13,20.7663305555015,GAPDH,Up,hsa00010
1.57843878968257,16.1032056962025,7.80364437003959,8.51338829785522e-14,4.01345448327461e-13,20.2899236567317,ENO1,Up,hsa00010
-0.980224107142857,0.352049050632911,-7.48076745880102,7.11068225065722e-13,3.12870019028918e-12,18.201302926432,GAPDHS,NS,hsa00010
1.51869816468254,4.8759335443038,7.2146142140717,3.90876686974593e-12,1.6123663337702e-11,16.5264235346745,ENO4,Up,hsa00010
1.19713239087303,12.3083287974684,6.29852724219363,9.86662270067024e-10,3.70281560717822e-09,11.1070364384534,ALDH3A2,Up,hsa00010
1.5641668154762,11.0311768987342,6.29298852604286,1.01852979277252e-09,3.70281560717822e-09,11.0759805703846,ENO2,Up,hsa00010
1.19546825396827,14.1953335443038,6.28505125581536,1.06596206873312e-09,3.70281560717822e-09,11.0315130496307,GPI,Up,hsa00010
1.12823854166668,11.7657680379747,6.21552580153453,1.58529482628891e-09,5.2314729267534e-09,10.6438829361799,PGM1,Up,hsa00010
1.14983373015874,14.677310443038,6.15124781449819,2.28142170585529e-09,7.17018250411661e-09,10.2885233123174,TPI1,Up,hsa00010
-1.07981066468254,0.616190189873418,-5.97628010511048,6.05805752587474e-09,1.81741725776242e-08,9.33605750345759,FBP2,Down,hsa00010
-3.27132564484126,10.0599493670886,-5.95490069092205,6.89530986418596e-09,1.97865413494032e-08,9.21087627087769,PCK1,Down,hsa00010
1.09693189484127,13.5019746835443,5.91653184321978,8.41513677993058e-09,2.31416261448091e-08,9.01583462611853,PGAM1,Up,hsa00010
1.09088144841271,12.2970389240506,5.78031664454574,1.76359525296835e-08,4.65589146783644e-08,8.29548191223251,DLD,Up,hsa00010
-0.587725248015873,0.179448101265823,-5.58690948521102,4.92996000840502e-08,1.25145138674897e-07,7.29616052794804,PGK2,NS,hsa00010
-1.12487787698413,0.741948417721519,-5.55072245457922,5.95772666745805e-08,1.45633318537864e-07,7.11228406670554,ADH1A,Down,hsa00010
-0.292991865079365,0.039701582278481,-5.52297407374865,6.88433331706959e-08,1.62273571045212e-07,6.97195442293137,PDHA2,NS,hsa00010
1.14983397817461,12.2231392405063,5.29817774912528,2.17508441268879e-07,4.95019211163656e-07,5.8566832988056,ACSS2,Up,hsa00010
1.29381006944445,13.8405686708861,5.143908488371,4.6877720499322e-07,1.03130985098508e-06,5.11383549816141,ALDH2,Up,hsa00010
0.777810367063506,10.3403297468354,4.92351260378737,1.36124470770334e-06,2.89813389382002e-06,4.08498468789188,BPGM,NS,hsa00010
0.934944097222219,11.8544759493671,4.83772253065884,2.0408453421878e-06,4.20924351826234e-06,3.69495878604505,PFKM,NS,hsa00010
0.94517172619048,14.0296401898734,4.56964906351345,6.97377862903023e-06,1.39475572580605e-05,2.51464320501387,PGK1,NS,hsa00010
-0.894291121031745,1.55146772151899,-4.50012731729024,9.50362834117555e-06,1.84482197211055e-05,2.21816499541592,LDHAL6B,NS,hsa00010
0.652714335317466,9.2556253164557,4.3899354086219,1.5401251913122e-05,2.90423607504586e-05,1.75646909838651,MINPP1,NS,hsa00010
0.932698561507938,1.81621867088608,4.25529624217508,2.7419198462537e-05,5.02685305146511e-05,1.20614436919862,PGAM4,NS,hsa00010
0.748323313492072,12.4547768987342,4.05571201417142,6.27728822635448e-05,0.00011197324944308,0.418625177245417,PDHA1,NS,hsa00010
0.703007142857146,12.1730332278481,4.04858462578492,6.46189243114367e-05,0.000112232868540916,0.39113165915344,ADH5,NS,hsa00010
0.892487698412703,14.3348993670886,4.02659149560172,7.06462209991414e-05,0.000119555143229316,0.306569659789244,LDHA,NS,hsa00010
-0.485228670634912,13.1558734177215,-3.9994065293509,7.8836102786693e-05,0.000130079569598043,0.202620941886054,PFKL,NS,hsa00010
-1.66476929563492,2.22984905063291,-3.98847817034004,8.23761338315075e-05,0.000132605483728768,0.161013117382271,LDHC,Down,hsa00010
-1.16888363095238,2.66809905063291,-3.94008041242563,9.99483806675849e-05,0.000157061741049062,-0.0220124267275397,GCK,Down,hsa00010
1.32601458333334,6.20836962025317,3.87869218096167,0.000127378423520172,0.000195511068658868,-0.251243657969961,ALDH3A1,Up,hsa00010
0.561422321428569,11.3172974683544,3.57056605524243,0.000410596863363698,0.000615895295045547,-1.35199836382864,PDHB,NS,hsa00010
-1.66902777777777,6.87618575949367,-3.5466015383936,0.000448251078059276,0.000657434914486938,-1.43409518071668,ADH6,Down,hsa00010
0.579342559523809,10.7884762658228,3.39152242403509,0.000781790203648083,0.0011216989878429,-1.95296550166934,DLAT,NS,hsa00010
0.976093601190486,10.5434221518987,3.27934300595575,0.00115449447857495,0.00162120501246696,-2.31483392029802,HKDC1,NS,hsa00010
0.692935168650816,14.881382278481,3.20993363131932,0.00146166483376413,0.00200978914642567,-2.53303389775584,LDHB,NS,hsa00010
0.623564384920647,12.4124439873418,3.16290058894534,0.00171109147958318,0.00230473546229571,-2.67840160506894,AKR1A1,NS,hsa00010
-0.525363541666667,0.320162658227848,-2.94583161219006,0.00345594098087971,0.00452276139331783,-3.32308997926525,ADH7,NS,hsa00010
0.588642956349212,10.9527632911392,2.94227089716895,0.00349486107665469,0.00452276139331783,-3.33330407685815,GALM,NS,hsa00010
0.543061160714295,11.4036025316456,2.89803357597748,0.00401295907935292,0.0050933711391787,-3.45922442689005,ALDH7A1,NS,hsa00010
-0.586988938492063,0.889187025316456,-2.71046192942832,0.00707954847001411,0.00881604149096097,-3.97297287146265,G6PC2,NS,hsa00010
0.648991121031756,10.656692721519,2.31650701761626,0.0211588019752678,0.0258607579697717,-4.9445985265604,ALDH1B1,NS,hsa00010
-0.882639632936506,7.6309582278481,-2.26237121261622,0.0243414503142467,0.0292097403770961,-5.06662957388922,ALDOC,NS,hsa00010
-0.66042142857143,10.3908433544304,-2.23489860847215,0.0261104883067646,0.0307730755044011,-5.12748830274119,FBP1,NS,hsa00010
-0.584606795634919,8.10215094936709,-2.09398452734781,0.0370440207740376,0.0428930766857277,-5.42829924946394,ENO3,NS,hsa00010
0.368477976190491,11.660795886076,2.04879196494606,0.0412938291376373,0.0469895297083459,-5.5207379800734,ALDH9A1,NS,hsa00010
-0.441852529761903,11.2652775316456,-1.97715655999166,0.0488777401689409,0.0546767940872898,-5.66323615413918,ACSS1,NS,hsa00010
-0.598098958333332,1.66154715189873,-1.91905374941865,0.055862429202327,0.0614486721225596,-5.77517920860389,LDHAL6A,NS,hsa00010
-1.12809727182539,6.770825,-1.8969066608205,0.0587361100024719,0.0635505452485762,-5.81698978521166,PKLR,NS,hsa00010
0.138096279761921,10.5650313291139,0.919248086865942,0.358654843248473,0.381793865393536,-7.18508273928141,ADPGK,NS,hsa00010
-0.169861607142856,10.678132278481,-0.719229163028455,0.472522075811206,0.495023127040311,-7.34871050221656,PCK2,NS,hsa00010
-0.208498660714282,6.82431518987342,-0.675000607085632,0.500160416806668,0.515790429831876,-7.37951723728581,HK3,NS,hsa00010
0.093671081349207,9.2875746835443,0.554168786316983,0.579848509303308,0.588769255600282,-7.45374112758204,PGM2,NS,hsa00010
0.0560635416666742,11.281395886076,0.250747505518128,0.802169468589641,0.802169468589641,-7.57586851008862,HK1,NS,hsa00010
